dbn,number,question,answer
X396,0,What is your school’s mission statement?," PS 396’s learning environment is flexible and responsive to the diverse needs of the “whole child” including social, emotional, and academic. Ongoing collaboration and mutual accountability maintains high expectations for the teaching and learning of all students and their continuously improving outcomes. Exemplary, cohesive instruction based on innovative thinking and student ownership enables each child to be productive and successful members of the community.   2."
K229,0,What is your school’s mission statement?," The motto of P.S. 229K is ""Home, School, Community.” These three supports are the necessary elements to educate all children academically, socially and emotionally. We are creating a community of caring, technologically sophisticated, self-directed, lifelong learners, through content-rich curriculum, standards-driven instruction and active parent involvement.   We are committed to having all our children meet standards of excellence and become productive citizens of the 21st century (Mission Statement and Vision). 2."
M116,0,What is your school’s mission statement?," Section 4: CEP Overview P.S. 116’s vision of a community of learners extends beyond the classroom community to encompass the grade and the school as a whole. We recognize that children learn a tremendous amount from their peers as well as by working with younger or older children. Therefore, teachers not only promote relationships among classes on the grade level, but also forge bonds across the grades. In addition, P.S. 116 strengthens respect for community by involving children’s   extended families, members of the neighborhood, and the broader community in school activities. Our families play a vital role by supporting their children’s endeavors and by actively supporting the school’s mission. 2."
K567,0,What is your school’s mission statement?," Section 4: CEP Overview Brooklyn Theatre Arts High School is a cohesive, vibrant learning community dedicated to college and career readiness and the development of young people with integrity, a strong sense of identity, and an awareness of the world and their place in it. BTA graduates leave our school independent, confident, & well-prepared.   2."
Q167,0,What is your school’s mission statement?," OUR MISSION Section 4: CEP Overview Our mission is to teach students to think critically in ways that prepare them best for college; provide a strong background in science, technology, and sustainability; and build leadership capacity in order to create change. Our graduates will be prepared for success in college through demanding coursework and fieldwork experiences with leaders in the sustainability movement. Graduates will have an understanding of the challenges faced by their   generation and how to generate innovative solutions in the fields of architecture, science, urban planning, and technology. 2."
K201,0,What is your school’s mission statement?," Dyker Heights prides itself on servicing students of all academic levels and works diligently with teachers, staff, and parents, to meet the needs of all its students. Dyker Heights' instructional focus is to ensure teachers provide every student, every day the highest quality of instruction as evidenced in their classroom through: 1 ) A visible and clearly stated learning objective for the lesson of the day,   2) A rigorous curriculum delivered through inquiry based instruction. Teachers work with students to help them become independent, motivated learners, and critical thinkers. 2."
M670,0,What is your school’s mission statement?," Section 4: CEP Overview Thurgood Marshall Academy (TMA), is an academically rigorous environment where college and career readiness drive instruction and practices. Every student will embrace their global responsibility, have a vision for their future, a plan for realizing that vision, and the knowledge, skills, and experiences for setting it in motion. At TMA, we believe that students learn best when provided with opportunities to work cooperatively, allowed time to probe, and are   given space to digest and analyze the material. We define rigor as cognitively demanding, daily learning experiences in which students are required to push themselves and their peers to actualize their greatest potential 2."
K215,0,What is your school’s mission statement?," Mission Statement Section 4: CEP Overview P.S. 215 is located at 415 Avenue S in the Gravesend neighborhood of Brooklyn New York. We are committed to working collaboratively with our students, teachers, parents and the community to develop the potential of each child. In our learning environment, our goal is for all students progress at high levels in accordance with state standards. The school community includes a wide range of cultural heritages including Italian, Chinese, Russian, Latin American heritage and immigrant communities as well as first generation immigrants from Latin and Central America,   South East Asia, Georgia, Poland, Uzbekistan, Pakistan, Bangladesh, India and more. Our students make up a diverse learning environment which focused not only the academic excellence, but also on the arts and social awareness. We are dedicated to maximizing the individual potential of lifelong learners to become contributing members of our global society. “AS WE ENTER TO LEARN, WE GO FORTH TO SERVICE OUR COMMUNITY AND OUR WORLD” 2."
X157,0,What is your school’s mission statement?, The mission of P.S. 157X-Grove Hill School is to commit to providing “an atmosphere saturated with enrichment and achievement” as we pursue our “sincerity of purpose and dedication” to address the needs and interests of all students.   2.
Q173,0,What is your school’s mission statement?," The mission of P.S. 173Q is to foster an environment where children will be engaged in their learning, building on background knowledge and enhancing new learning to connect to life experience. It is our mission to provide instruction at every child’s level by teachers who will have ample opportunities to receive professional learning where they will hone their instructional practices. Our vision comes full circle with the school partnering with parents and the community to make decisions impacting on student learning.   PS 173 has a strong culture of trust and respect – trust between students and students, students and teachers, teachers and parents and teachers and administration. Administration nurtures the professional growth of staff, providing time, resources and knowledge for learning. Hence, we see and feel an environment where children want to come to school, feel safe and cared for. All these go into building a collaborative and supportive environment for everyone. 2."
M102,0,What is your school’s mission statement?," The mission at P.S. 102 is for students to explore through learning. We believe that children explore learning through individualized learning plans where, teachers, families, and children collaborate using interdisciplinary approaches with a focus on giving specific, actionable feedback and through recognizing positive behaviors to develop socially responsible and productive human beings.   2."
X180,0,What is your school’s mission statement?," Section 4: CEP Overview The staff, students, parents and community of Middle School 180 are devoted to academic excellence and the cultivation of individual strengths and talents in a clean, safe and supportive environment where individual differences and respect for the rights of others guide school and community behavior.   The Arts are a vital component of the educational philosophy, design and program at the Daniel Hale Williams Middle School. The Arts provide the motivation, the challenge, the direction, the recognition, the self-esteem and the cooperative and authentic learning environments essential to the emotional, social, and academic success of our students. The school curriculum affords each student the opportunity to achieve and demonstrate high standards in many domains, including the arts, the academics, and major areas of athletics. Our goal for all students is to prepare them to become productive and responsible members of a culturally diverse global community in which they live. 2."
X194,0,What is your school’s mission statement?," Section 4: CEP Overview   Our mission is to support students in achieving their educational potential by providing a safe learning environment, inspiring a love for learning, and encouraging parents to become partners in education. 2."
Q013,0,What is your school’s mission statement?," The students’ mission has been revised to reflect the principles of the LEADER IN ME program. Section 4: CEP Overview At PS 13 we are a community of leaders. We recognize, honor, and celebrate the leaders within us. We work together with one end in mind; to be the best me that I can be.   Instructional Focus: PS 13 Q will strengthen student writing skills through rigorous differentiated strategies and the creation of personalized learning plans with embedded daily informal assessments that will support student growth. 2."
X037,0,What is your school’s mission statement?," The Vision of our school states as follows: Section 4: CEP Overview ""We strive to create a learning community that values cultural and linguistic diversity, a climate of collegiality, kindness and respect, and is accountable to the individual learning style and ability of every member of our school. We envision a place where students are actively engaged in academically rigorous activities that will allow them to discover new learning experiences that will prepare them for real life applications. As lifelong learners we will commit to grow and develop appropriate practices that are meaningful, challenging, and creative. We will strive to constantly   examine, authentically assess, and reflect on our work to improve our pedagogy that will lead to student success."" We feel strongly that this vision fits well with the elements of the Framework for Great Schools, and that we share in the values designed in the framework. We made the most growth in the previous school year improving the rigorous instruction in all of our classes. Unit plans and lesson plans were scrutinized to analyze student’s tasks to raise the rigor in daily instruction. Teachers worked alone and in teacher teams with consultants, coaches, and administration to identify best practices and implement them in our classrooms on a daily basis. A focus was initiated to analyze and maximize instructional time in all our classrooms, especially in our self-contained special needs classes, and our clusters. The key area for school improvement this year will all be around our specific instructional focus. Our focus is as follows: We will provide all students with an engaging, coherent curriculum that embeds quality instructional tasks, and teachers will refine how they teach reading and writing to reflect the depth and complexity of the Common Core Learning Standards, so students will develop the critical thinking and communication skills necessary, resulting in an increase In English Language Arts student achievement, as measured by running records, writing data, performance tasks, and state test performance. Many of our key initiatives this year will be under the umbrella of our instructional focus, and will include targeted small group instruction with the use of educational technology, and careful examination of the teaching learning process by observing lessons,providing feedback, and participating in worthwhile teacher team meetings. Our cycles of professional learning will also incorporate the key components of our instructional focus, as well as including new initiatives such as reciprocal teaching, advanced Literacy, and improving the social emotional learning of our students and adults. 2."
K375,0,What is your school’s mission statement?," Section 4: CEP Overview Jackie Robinson is dedicated to equitably developing the intellect, creativity, and emotional intelligence of all students in a rigorous, inclusive and nurturing setting. We ensure readiness for college, career and life, were students are empowered to think critically and independently, and are able to discuss, defend and substantiate their reasoning. In   every classroom, teachers use ongoing assessments to guarantee every students is engaged with authentic learning experiences and work products. 2."
K361,0,What is your school’s mission statement?," PS 361 will educate each scholar by providing a positive, challenging and enriched learning environment that enables each student to become a lifelong learner and compassionate individuals who care about themselves and others.   2."
Q007,0,What is your school’s mission statement?," Our mission statement at P.S. 7Q is to inspire a love of literacy and foster high standards of work and behavior, using research based practices and technology, and thereby creating lifelong learners in a safe environment. Contributing to the success of our children is the partnership we share amongst the parents, our community organizations, and our school community, which provides a nurturing, supportive environment. This environment, which will help foster the development of academic, civic, social, and technological skills, will optimize our students’ potential to function productively in the 21 st Century.   2."
M076,0,What is your school’s mission statement?," It is our mission to produce student achievers who are set on the path of lifelong learning and enjoy the process. We are committed to providing a child-centered environment that will inspire and challenge all of our students to become critical and independent thinkers, readers, writers, mathematicians, scientists, artists, and problem solvers.   2."
M089,0,What is your school’s mission statement?," The mission of PS 89 is to provide an engaging and nurturing school community dedicated to the development of independent thinkers and lifelong learners. PS 89 emphasizes creativity, exploration, understanding, and communication — especially through its innovative, comprehensive, and interdisciplinary social studies program. To ensure a broad exposure to a liberal arts-based curriculum, all PS 89 students participate in our music, art, dance, science, and physical education programs. The school library and instructional technology further enrich the learning at P.S. 89. Through high quality standards-based instruction, a nurturing environment, and the development of civic,   social, and technological skills necessary to function productively in the world at large, we create a community of active, curious learners. PS 89's core beliefs support our mission: Inquiry-based learning  developing a rigorous curricula that promotes critical thinking skills   differentiated instruction that provides access for all students  professional collaboration to reflect on and improve pedagogy  on-going assessment of student understanding that drives daily instruction  partnering with parents to engage in and support their children's education 2."
X209,0,What is your school’s mission statement?," P.S. 209 serves as the anchor to future academic success through coherent rigorous instructional practices, creating a safe and nurturing environment, and fostering a collaborative community that will establish each student's path towards a love of learning and college and career readiness.   2."
R042,0,What is your school’s mission statement?," We believe that every child is a unique individual who deserves a positive educational environment. Our staff delivers the highest quality of teaching methods in a nurturing atmosphere focusing on each child growing and changing needs. Our teachers and staff appreciate and care for all our students. In partnering with parents and students, we foster a relationship of trust and respect. We do these things with pride. A child’s successful future is our goal.   2."
Q239,0,What is your school’s mission statement?," Our mission at P.S. 239 is to partner with students, families and the community to foster lifelong learners. Our aim is to craft instruction that will promote social, emotional and academic development for all students. By doing so, we hope to educate, empower and enable students to become independent, caring, contributing citizens who can succeed in an ever-changing world. We focus on high expectations to create a community of respect, determination and responsibility.   2."
R056,0,What is your school’s mission statement?," Section 4: CEP Overview We are a collaborative school community that strives to encourage each child to reach his/her maximum potential. We will do so in a nurturing and caring environment. We will use data from various sources and our knowledge of our student's abilities to help shape the content and delivery of instruction. Students will be challenged , engaged in rigorous tasks, participate in discussion and formulate ideas and opinions based on what they read and think differently than ever before. We also encourage our school community to develop partnerships and life-long learning   skills, express creativity, show respect for self and others and to take responsibility for their actions making PS 56 “A Good Place to Learn & Grow.” 2."
K177,0,What is your school’s mission statement?," Section 4: CEP Overview The mission of P.S. 177 is to instill a lifelong love of learning and to foster self-esteem in every child. In addition, we strive to work with parents to develop the social, emotional and educational needs of all children so that they will be able to meet the challenges of their future college and career aspirations. We feel that literacy is the fundamental skill   in a well-rounded education, and is essential in order for children to become contributing citizens of our communities, country and world. 2."
Q211,0,What is your school’s mission statement?," Section 4: CEP Overview Elm Tree Elementary School is committed to providing our students with learning experiences that will ensure success today, and also provide long lasting successful outcomes in the future. Hands-on learning experiences in cooperative groups, the social and emotional approach of Responsive Classroom, technology training for the 21 st century and the   opportunity to become bilingual, biliterate and bicultural will all provide long lasting outcomes which will impact our students’ futures. 2."
M260,0,What is your school’s mission statement?," Section 4: CEP Overview Mission Statement:   The Clinton School provides a seven year liberal arts program that engages students in authentic learning. As a public school, we provide equity of opportunity by offering the IB Diploma Programme to all students. Clinton is a close-knit and collaborative community of families and educators that model reflective learning and support students in the challenges they encounter in and out of school. 2."
K611,0,What is your school’s mission statement?," Section 4: CEP Overview Origins’ mission is to nurture and develop students as problem-solvers and flexible thinkers, individuals who have mastered the process and motivation necessary to attain success through today’s constantly evolving educational expectations.   2."
K605,0,What is your school’s mission statement?," Our community continues to focus on students’ academic, social and emotional health and growth; the professional growth of all members of the staff, and the creation of a culture and tone that reflect true collaboration, genuine support and inclusion of all members of the school community. These three components capture the vision for George Westinghouse. Therefore our mission is to ensure that every member of the staff works together to meet the needs of all students. Our goal is to encourage and enable every student to graduate on time with viable college and career options.   2."
Q205,0,What is your school’s mission statement?," P.S. 205Q, The Alexander Graham Bell School is a unique NYC elementary school situated in the tight-knit Oakland Gardens community in northeast Queens. Our motto is “At PS 205 Sharing is Caring!” At the heart of this motto is our philosophy that all children can learn. We pursue excellence in education for every student. A shared partnership among staff, parents and students provides all children with a quality education.   2."
X221,0,What is your school’s mission statement?," Section 4: CEP Overview Our mission is to create a learning environment that is inclusive of all members of the school community. Our goal is to educate the whole child, socially, emotionally, and intellectually. Our partner organizations have the same beliefs that a strong relationship between students and adults are the core to the success of the individual student.   2."
K163,0,What is your school’s mission statement?," PS/IS 163’s primary mission is to educate, motivate, and nurture students in a collaborative learning environment. A strong home-school partnership ensures success and encourages a love of learning, so that each child flourishes and develops the skills necessary to become a life long learner and a productive citizen.   2."
R080,0,What is your school’s mission statement?," Mission Statement: Section 4: CEP Overview The Michael J. Petrides School is a seamless Pre K through 12 school committed to creating an environment for learning that nurtures the ""whole child"" - mind, body and spirit. Teachers, parents, administrators and support staff collaborate to provide an education that celebrates the diversity of our students and recognizes the individuality and creativity of each child. Using alternative strategies of a laboratory environment, we integrate the art into a rigorous   interdisciplinary curriculum and engage students in active learning, develop self-esteem and promote literate, creative, life-long learners. 2."
K189,0,What is your school’s mission statement?," “To produce students who achieve the highest educational standards; students who are fluent in two languages; problem solvers; critical thinkers; and students who will be active participants in the life of their family, their community, their city, their state, their country and the greater society, the world. ""   2."
X546,0,What is your school’s mission statement?," The key objectives of Bronx Theatre High School are to: 1. engage students in an exploration of the universal themes of theatre, dance and the Performing Arts 2. foster academic achievement by engaging students in activities that promote critical thinking, build cognitive skills and provide exposure to the arts  3. facilitate professional development for teachers and school administrators to enhance their ability to provide students with effective instruction and engage them in teacher led discussions both in and out of the classroom 4. provide students with the technology utilized in the production of theatre related elements such as costume, set design, lighting and sound 5. engage students in a rich opportunity to achieve the state mandated requirements for a Regents Diploma so that they may be college and career ready Mission Statement The academic program at Bronx Theatre High School will accommodate the intellectual, social, emotional and physical needs of creative high school students. Our vision is to provide students with a dynamic learning environment where respect is mutual, ideas are shared and learning is not limited to the classroom. Our school is a safe and nurturing environment where learning takes place in the classroom, in the theatre studios, in our community and through internship opportunities. Our concept of a successful school is one built collaboratively by its staff, students, parents, community members and our partner organizations. We prepare students for higher education and provide them with the skills needed to be college and career ready. The key objectives of Bronx Theatre High School are to:  engage students in an exploration of the universal themes of theatre, dance and the Performing Arts  foster academic achievement by involving students in activities that promote critical thinking, build cognitive skills and provide exposure to the arts facilitate professional development for teachers and school administrators to enhance their ability to provide students with effective instruction and engage them in teacher led discussions both in and out of the classroom   provide students with the technology utilized in the production of theatre related elements such as costume, set, lighting and sound  engage students in a rich opportunity to achieve the state mandated requirements for a Regents Diploma so that they may be college and career ready 2."
Q204,0,What is your school’s mission statement?," Section 4: CEP Overview The Oliver Wendell Holmes School strives to provide a safe environment with social emotional supports that will have a positive effect on students’ learning. We encourage our students to become self-reliant and capable of developing and applying their skills and abilities to succeed in all areas of life. We have high expectations and believe all our   students will rise to the challenging rigors of the Common Core. Our school recognizes the unique characteristics of each individual and the importance of providing the guidance and support to grow socially, emotionally and academically. Our overall mission is to prepare every student for excellence through rigorous academics by creating a student centered school environment in which students embody our school's core values (Honesty, Leadership, Perseverance, & Growth Mindset) promoting student achievement and college/career readiness. The administration, staff, and parents collaborate to devise school-wide goals and implement plans that encompass all the ingredients necessary to successfully educate, and encourage our students to become productive citizens and lifelong learners. 2."
M513,0,What is your school’s mission statement?," Castle Bridge is a new progressive, dual language, inclusive, integrated school that serves preK-5 th grade in the 2018-2019 school year. Our mission and design are: Mission: To provide each student with a high quality, arts infused, project based preK- 5 th grade experience that will develop the skills and passions for inquiry and engagement in support of their growth as scholars, workers and citizens.   2."
K162,0,What is your school’s mission statement?," Mission Statement: Section 4: CEP Overview The mission of IS 162 ensures all students have equitable access to high-quality coursework that meets their unique learning needs. The core of student learning uses an advanced literacy approach to prepare our students for academic success. This collaborative, student-centered approach affords our students with rigorous and relevant content allowing our students to become productive and contributing members of the 21st century.   Vision Statement: To create a well-rounded learning environment that meets the academic, non-academic and social emotional needs of all students, to provide multiple opportunities that motivate, encourage and prepare all our students for college and career readiness in an increasingly complex and technological society. We are “Teaching the Will-to-Be Excellent” 2."
M507,0,What is your school’s mission statement?," The mission of the Urban Assembly Gateway School for Technology is to engage our students through inventive problem-solving that integrates technology with the habits of mind that prepare them for college and careers. Our students are prepared as creative and analytical producers of technology with an authoritative understanding of their role and influence in the digital age. Graduates will be innovative thinkers and technicians, able to use and apply cutting edge technology in a variety of fields.   2."
K176,0,What is your school’s mission statement?," Mission Statement Section 4: CEP Overview P.S. 176 is a diverse, collaborative, Title 1 School-wide Project community school dedicated to achieving academic excellence for every child. Through a high quality standards-driven curriculum, a nurturing environment where every child can discover, explore and reflect on ideas and concepts, the development of civic, social and technological   strategies necessary to contribute to a global community and the strong belief in creating a lifelong love of learning, we commit our children, our families, ourselves and our resources. 2."
M077,0,What is your school’s mission statement?," Section 4: CEP Overview Mission Statement: The New York City Lower Laboratory School for Gifted Education, PS 77 is a District 2 Gifted and Talented Public Elementary School serving Kindergarten through Fifth Grade. P.S. 77 is an option/testing school and students must apply for admission under the jurisdiction of the New York City Department of Education and OSEPO. Our goal is to provide an appropriate education for those students in one of several ways: acceleration, curriculum compacting, and in depth study that extends upon the mandated curriculum to include activities that focus on the   evaluation and analysis of information as well as creating new knowledge. Our teachers hold additional certifications that qualify them to teach students identified as Gifted and Talented. A key tenet of Lab education is the core belief that students learn from each other. Our students are equipped to drive each others' thinking to new and exciting places. Children are encouraged to explore new strategies, to defend their thinking and to become critical thinkers and problem solvers. Lab focuses on educating the whole child by including a social emotional component in the curriculum, thinking about the greater community, and adding a variety of enrichment programs that teach by engaging different senses. 2."
Q012,0,What is your school’s mission statement?," The mission of the James B. Colgate Elementary School is to provide our students with the best education possible by creating a learning environment that conveys high expectations for all students. Across classrooms, common core aligned pedagogy engages all students in cognitively demanding tasks and provides all students with multiple opportunities to extend and apply their knowledge. Teachers are empowered to plan for challenging and differentiated activities that represent the importance of focused, purposeful and rigorous instruction.   2."
M063,0,What is your school’s mission statement?," At STAR Academy, teachers, parents, students and service providers work together in a collaborative community to encourage students to become life-long learners and active citizens. This is supportive to our mission as we strive to empower our families to be proactive participants in the STAR community.   2."
X036,0,What is your school’s mission statement?," P.S. 36 is a school committed to building the confidence and perseverance of each student that enters its doors. We believe that we must encourage our students to become risk-takers and critical thinkers. We will nurture our students as they overcome their fears and discover they can be leaders of their own learning. By strengthening teacher practice and engaging our students in learning, we will inspire our students to become independent lifelong learners. We value a respect for diversity and believe that when educators, parents, and students work together for the   purpose of personal and academic success, we can motivate our students to “Reach for the Stars” and achieve their dreams. 2."
K348,0,What is your school’s mission statement?," This school’s educational philosophy advances and nurtures the total student and supports all stakeholders including teachers, parents, and community partners in establishing a loving, caring and rigorous learning environment. The academic environment, is fashioned to educate students in the necessities of life, will allow them to mature into productive citizens and expose them to educative processes, which prepares them to exceed the requirements of the New York State Regents and the Career and Technology Standards, and to graduate with honors.   With that said, our school's focus and “theory of action” has been focused on the improvement on the instructional practice and protocols of the teacher. We believe, “When teachers are bettered in their practice, our students will be bettered in their performance.” Our focus this year has been to equip our teachers with the tools to support the students that are drawn to our school. 2."
X181,0,What is your school’s mission statement?," Section 4: CEP Overview Our school's mission is, ""In partnership with the community and parents, MS 181 is dedicated to empowering our students with the social and academic skills needed to succeed in a culturally diverse society."" Additionally, the vision of our school is, ""MS 181 will create a fun, supportive, nurturing environment where a focus on Intellectual Engagement drives student centered learning that is articulated and supported by all stakeholders through Clear Expectations. Students will partake in activities that are both cognitively engaging and cultivate rich student   discussion; illustrated by classrooms in which students are responding to and extending each others thinking and crafting questions to help each other deepen and elaborate their thoughts. As a result, all students will be high school ready and college prepared."" 2."
Q199,0,What is your school’s mission statement?," Section 4: CEP Overview   The teachers, students, parents and staff of P.S. 199Q promise to work together as a TEAM to make our school a great place to learn and grow. We will try our BEST in everything we do! 2."
K599,0,What is your school’s mission statement?," Our Mission Statement: Section 4: CEP Overview At Brooklyn Landmark Elementary School, scholars’ will be empowered to have choice in how they learn and voice in what they learn. We will provide innovative, individualized instruction that addresses scholars’ unique learning styles, cultivate independent thought, promote the building of character and enable students to contribute their ideas locally and globally. The Brooklyn Landmark experience will guide our scholars’ as they develop their sense of identity and purpose in this world. We will comprehensively develop citizens who will be decision makers in tomorrow’s society.   The Brooklyn Landmark Elementary School scholars will inspire greatness in others, allow their voices to be heard worldwide and create change through their actions and endeavors. By giving our scholars a choice in how they learn and a voice in what they learn, we are building the foundation of critical thinkers that is needed in the best colleges and in the 21st century workplace. 2."
K214,0,What is your school’s mission statement?," Public School 214's Mission Statement: Section 4: CEP Overview Our mission is to educate every child to his and her fullest potential. We provide a comprehensive, standards-driven instructional program designed to address the varied learning styles and ability levels of our students. We strive to build a strong collaborative relationship with parents and guardians as they have an integral part in our students achieving standards of excellence.   Public School 214’s School Vision Statement: Every Child, Every Journey... At PS 214K we strive to provide rich, motivating learning experiences for every child. Our goal is to establish environments which opens the doors to a life of learning. We are here to support our students, their families and the community in your path to global citizenship in this 21st century. Public School 214’s Instructional Focus for 2018-2019: To engage all students in guided reading instruction, specifically strategies to develop and master word meanings, which will expand their reading comprehension and increase literacy achievement school-wide. Public School 214’s Equity Vision Statement for 2018-2019: PS 214K is committed to the belief that all students are entitled to opportunities that will allow them to access all learning and become successful. This equity commitment will be achieved by:  holding the school community accountable to high expectations for all student learning;  providing intentional experiences and resources for all students which will allow them to access both  academic and non-academic learning, and empower each to advocate for themselves; confronting both racial and economic disparities by celebrating our diversity, breaking down cultural barriers and building an appreciation for unique, diverse learners;  providing intensive, data-driven interventions and social-emotional supports for all students to face and deal with challenges, and grow into successful global citizens. 2."
K572,0,What is your school’s mission statement?," The Expeditionary Learning School for Community Leaders (Leaders) fosters the core values of learning, leading, contributing, and exploring so that students will graduate as independent thinkers equipped to pursue their passions.   2."
M103,0,What is your school’s mission statement?," Section 4: CEP Overview As a school-wide dual language program in its sixth year serving K-5th grade students, our goals are related to supporting and developing students’ bilingualism and bi literacy, providing structures to support analytical thinking and inquiry, ensuring a strong foundation in literacy and math, and working with families to establish positive and trusting relationships that support productive school practices and strengthen student achievement.   2."
Q172,0,What is your school’s mission statement?," Our mission at Irwin Altman MS 172 is to make this school the educational center of this community. We envision the parents, teachers, administrators and community organizations working together to provide a safe and secure educational environment to ensure that all of our children meet and exceed the standards in all subject areas.   Our shared beliefs reflect this mission statement. We believe that all children learn best when they are actively engaged in a respectful, meaningful and rigorous curriculum that incorporates critical thinking skills and connects to the real world. 2."
Q166,0,What is your school’s mission statement?," Our mission is for all children to reach their full potential and develop a lifelong love of learning. Section 4: CEP Overview By providing a quality education that supports standards-driven instruction for all students, we aim to also foster a positive self-image and cultural awareness. Through a variety of academic programs and services we prepare students for today's technological world. Our motto is Dream Big, Work Hard.   2."
K200,0,What is your school’s mission statement?," The Mission of PS 200 The Benson Elementary is to provide every child with an education which will enable them to reach their fullest potential and thus become a productive member of the global community. Recognizing the fact that children have individual learning styles, we will become leaders in developing strong academic programs with innovative approaches. Together with effective leadership, a dedicated teaching staff and a supportive parent community, we will prepare our children to live and succeed in a technologically advanced society.   2."
X383,0,What is your school’s mission statement?," Mission Section 4: CEP Overview It is the mission of Emolior Academy to provide a high-quality, rigorous and meaningful education for all scholars. Each scholar will be expected to succeed within the bounds of his or her abilities and chosen educational goals. All scholars will be given the tools to be life-long learners, and taught to function as productive members of our diverse global society.   Vision It is the vision of Emolior Academy to create a learning environment where all scholars are motivated to find their purpose, to clearly see their worth, and to realize their full potential as learners. 2018-2019 Instructional Focus Increase teacher capacity to provide rigorous instruction and time for scholars to work productively and make their thinking visible through reading and writing. 2."
K770,0,What is your school’s mission statement?, Section 4: CEP Overview Our mission statement is “to empower learners and inspire leaders to make this a better world.”   2.
K016,0,What is your school’s mission statement?," Section 4: CEP Overview Our school mission is to establish a culture of leadership in which students will be empowered to make a difference in the world. We are a dedicated team of educators who together strive to create a nurturing and supportive environment which ensures that each child reaches his or her potential. Our staff members are dedicated to growing as professionals through reflection and collaboration with each other, students, and parents. We will instill in each student a passion for learning and character to succeed in college and/or career. We will identify, develop and   promote successful strategies that meet the educational, social, and emotional needs of each student. We will empower our students to be active learners, critical thinkers, and problem solvers. Our teachers, parents, and community members work together to provide a safe, supportive environment and a caring school community which values diversity. Our students will develop a strong sense of responsibility for themselves, each other, and the community. They will attribute success to hard work and persistence which will make them our leaders of tomorrow. 2."
M467,0,What is your school’s mission statement?," Section 4: CEP Overview At the High School for Law and Public Service, we stand for PARTICIPATION: We believe that education is not a solitary event; therefore both students and teachers must be active learners.   ACADEMIC ACHIEVEMENT: Our school community strives for excellence through a rigorous, innovative, student-centered curriculum. Students develop analytical skills to become critical and independent thinkers and lifelong learners. COMMUNITY: We are dedicated to providing the members of our learning community with a nurturing and safe environment, wherein mutual respect and cultural diversity is honored. TEAMWORK: Administrators, teachers, parents and caregivers work together to develop mature, mindful and responsible individuals. SERVICE: We value learning that occurs beyond the classroom, therefore, we provide students with opportunities to become invested in their communities through service learning. 2."
X340,0,What is your school’s mission statement?," 1.The mission of P.S. 340 is to educate the whole child, help him or her achieve high standards, develop his/her self-esteem, sense of community, social responsibility, values, aesthetic awareness, mental and physical health, citizenship and to instil a life-long love of literacy and learning.   . 2."
K002,0,What is your school’s mission statement?," Mission : It is our goal to ensure that all students achieve success in our collaborative, caring, safe and structured environment. Utilizing a standards-based curriculum, culturally-responsive, student-centered teaching, appropriate use of technology, college and career exploration and providing continuous assessment and feedback towards the development of students' intellectual, emotional and social skills, our students will be prepared for college, career and a future as productive adults.   Core Values: Honesty, integrity, respect, trust, accountability, compassion, collaboration, courage and reflection. Vision: Parkside Preparatory Academy is committed to developing and maintaining a safe, nurturing, mutually respectful, collaborative culture that promotes excellence and high expectations and where everyone feels supported by a caring community. 2."
M315,0,What is your school’s mission statement?," East Village Community School Mission Statement: Section 4: CEP Overview East Village Community School children, families and educators are committed to learning through a balanced academic and social-emotional curriculum. Students are encouraged to explore their world while building upon their unique strengths, interests, and learning styles.   It is our priority to provide an environment where all children and all families are valued, welcomed, cared for and supported. East Village Community School students learn the importance of community building, social responsibility, and conflict resolution. Our goal is for EVCS graduates to be confident and kind, academically prepared, and ready to contribute towards positive social change in the community and world around them. 2."
