dbn,number,question,answer
Q358,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. M.S. 358 , in compliance with the Section 1118 of Title I, Part A of the Elementary and Secondary School (ESSA) Act, is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
Q360,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. PS 360Q, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
K760,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Highland Park Community School, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
M311,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Amistad Dual Language School, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
K006,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Public School 6, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. Public School 6 will support parents and families of Title I students by:"
X344,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. AmPark, in compliance with the Section 1118 of Title I, Part A of the Elementary and Secondary Education Act (ESEA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. AmPark will support parents and families of Title I students by:"
M305,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Urban Assembly Academy of Government and Law, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
K748,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. PS 748, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. PS 748 will support parents and families of Title I students by:"
X146,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. P.S. 146x, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. P.S. 146x will support parents and families of Title I students by:"
K204,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. P.S. 204, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. 6"
K562,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Evergreen Middle School for Urban Exploration , in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
Q162,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. PS 162Q, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. P.S. 162Q will support parents and families of Title I students by:"
Q176,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. P.S. 176Q , in compliance with the Section 1118 of Title I, Part A of the ESSA, is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. P.S. 176Q will support parents and families of Title I students by:"
K576,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Victory Collegiate High School, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
X152,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Community School 152, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. Community School 152, will support parents and families of Title I students by:"
Q610,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Aviation Career and Technical Education High School, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. Aviation Career and Technical Education High School will support parents and families of Title I students by:"
K238,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. [P.S. 238-The Anne Sullivan School] , in compliance with the Section 1118 of Title I, Part A of the Elementary and Secondary School (ESSA) Act, is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
X032,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. PS 32, in compliance with Federal and State requirements as outlined in Title I, Part A, Section 1118 ESSA. is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. Our school will support parents and families of Title I students by:"
K370,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. PS 370, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
X754,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. 75X754, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. 75X754 will support parents and families of Title I students by:"
Q016,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. P.S. 16 The Nancy DeBenedittis School, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
Q002,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. PS 2, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
Q214,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. P.S. 214Q The Cadwallader Colden School, in compliance with the Elementary and Secondary Student Act (ESSA) is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. P.S. 214Q The Cadwallader Colden School will support parents and families of Title I students by:"
X556,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Bronx Park Middle School, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. The school’s Parent Involvement Policy was designed based upon a careful assessment of the needs of all parents/guardians, including parents/guardians of English Language Learners and students with disabilities. The school community will conduct an annual evaluation of the content and effectiveness of this parent involvement policy with Title I parents to improve the academic quality of the school. The findings of the evaluation through school surveys and feedback forms will be used to design strategies to more effectively meet the needs of parents, and enhance the school’s Title I program. This information will be maintained by the school."
K614,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. The Young Women’s Leadership School of Brooklyn, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. The Young Women’s Leadership School of Brooklyn will support parents and families of Title I students by:  providing materials and training to help parents work with their children to improve their achievement level,  providing parents with the information and training needed to effectively become involved in planning and decision making in support of the education of their children; e.g., literacy, math, and use of technology; 9   fostering a caring and effective home-school partnership to ensure that parents can effectively support and monitor their child’s progress;  providing assistance to parents in understanding City, State and Federal standards and assessments; sharing information about school and parent related programs, meetings and other activities in a format, and   providing professional development opportunities for school staff with the assistance of parents to improve outreach, communication skills and cultural competency in order to build stronger ties between parents and in languages that parents can understand; other members of the school community; This will include the following events and more, organized by parent coordinator Martha Reyes, in conjunction with the PTA president and admin: -September 2018 Dads to School day in which dads attend their daughters' classes for a morning -September 2018 Jumprope (grade program) training for parents at back to school night -Fall 2018 Sports and Arts Foundation parent night for after school showcase -November 2018 parent association meeting will include a workshop with our director of college counseling to better understand how they can support their students in become college ready. -December 2018 parent association meeting will include a workshop with our nurse on how to support a healthy family -January 2019 parent association meeting will include a teacher explaining the Regents process to students. The school’s Parent Involvement Policy was designed based upon a careful assessment of the needs of all parents/guardians, including parents/guardians of English Language Learners and students with disabilities. The school community will conduct an annual evaluation of the content and effectiveness of this parent involvement policy with Title I parents to improve the academic quality of the school. The findings of the evaluation through school surveys and feedback forms will be used to design strategies to more effectively meet the needs of parents, and enhance the school’s Title I program. This information will be maintained by the school. In developing the Title I Parent Involvement Policy, parents of Title I participating students, parent members of the school’s Parent Association (or Parent-Teacher Association), as well as parent members of the School Leadership Team, were consulted on the proposed Title I Parent Involvement Policy and asked to survey their members for additional input. To increase and improve parent involvement and school quality, the school will:  actively involve and engage parents in the planning, review and evaluation of the effectiveness of the school’s Title I program as outlined in the School Comprehensive Educational Plan, including the implementation of the school’s Title I Parent Involvement Policy and School-Parent Compact;  engage parents in discussion and decisions regarding the required Title I set-aside funds, which are allocated directly to the school to promote parent involvement, including family literacy and parenting skills;  ensure that the Title I funds allocated for parent involvement are utilized to implement activities and strategies as described in the school’s Parent Involvement Policy and the School-Parent Compact;  support school-level committees that include parents who are members of the School Leadership Team, the Parent Association (or Parent-Teacher Association) and Title I Parent Committee. This includes providing technical support and ongoing professional development, especially in developing leadership skills; 0   maintain a Parent Coordinator (or a dedicated staff person) to serve as a liaison between the school and families. The Parent Coordinator or a dedicated staff person will provide parent workshops based on the assessed needs of the parents of children who attend the school and will work to ensure that the school environment is welcoming and inviting to all parents. The Parent Coordinator will also maintain a log of events and activities planned for parents each month and file a report with the central office.;  conduct parent workshops with topics that may include: parenting skills, understanding educational accountability, grade-level curriculum, and assessment expectations; literacy, accessing community and support services; and technology training to build parents’ capacity to help their children at home;  provide opportunities for parents to help them understand the accountability system, e.g., ESSA/State accountability system, student proficiency levels, Annual School Report Card, School Quality Report, Quality Review Report, Learning Environment Survey Report;  host the required Annual Title I Parent Meeting on or before October 30th of each school year to advise parents of children participating in the Title I program about the school’s Title I funded program(s), their right to be involved in the program and the parent involvement requirements under Title I, Part A, Section 1118 and other applicable sections under the ESSA;  schedule additional parent meetings, e.g., quarterly meetings with flexible times, such as meetings in the morning or evening, to share information about the school’s educational program and other initiatives of the Chancellor and allow parents to provide suggestions;  translate all critical school documents and provide interpretation during meetings and events as needed;  conduct an Annual Title I Parent Fair/Event where all parents are invited to attend formal presentations and workshops that address their student academic skill needs and what parents can do to help; The school will further encourage school-level parental involvement by:  hosting educational family events/activities during Parent-Teacher Conferences and throughout the school  holding an annual Title I Parent Curriculum Conference;  encouraging meaningful parent participation on School Leadership Teams, Parent Association (or Parent-year; Teacher Association) and Title I Parent Committee;  supporting or hosting Family Day events;  establishing a Parent Resource Center/Area or lending library; instructional materials for parents;  encouraging more parents to become trained school volunteers;  providing written and verbal progress reports that are periodically given to keep parents informed of their children’s progress;  developing and distributing a school newsletter or web publication designed to keep parents informed about  providing school planners/folders for regular written communication between teacher and the home in a format, and to the extent practicable in the languages that parents can understand. school activities and student progress;"
K172,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. PS172, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. PS 172 will support parents and families of Title I students by:"
Q566,57,Educational research shows a positive correlation between effective parental involvement and student achievement.,
M517,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. TCCS, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. TCCS will support parents and families of Title I students by:"
Q200,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. PS/MS 200Q , in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. PS/MS 200 will support parents and families of Title I students by:"
X542,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school.Pelham Preparatory Academy , in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
R721,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. 75R721, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. 75R721 will support parents and families of Title I students by:"
K628,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Brooklyn Brownstone School, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
Q228,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. PS 228, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. P.S. 228 will support parents and families of Title I students by:"
R047,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. CSI High School for International Studies, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
R053,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. The Barbara Esselborn School, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
X218,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. P.S./I.S. 218, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. The Rafael Hernández Dual Language Magnet School will support parents and families of Title I students by:"
K199,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. [PS 199] , in compliance with the Section 1118 of Title I, Part A of the Elementary and Secondary School (ESSA) Act, is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
K198,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. P.S 198 Brooklyn, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. The school’s Parent Involvement Policy was designed based upon a careful assessment of the needs of all parents/guardians, including parents/guardians of English Language Learners and students with disabilities. The school community will conduct an annual evaluation of the content and effectiveness of this parent involvement policy with Title I parents to improve the academic quality of the school. The findings of the evaluation through school surveys and feedback forms will be used to design strategies to more effectively meet the needs of parents, and enhance the school’s Title I program. This information will be maintained by the school. In developing the Title I Parent Involvement Policy, parents of Title I participating students, parent members of the school’s Parent Association (or Parent-Teacher Association), as well as parent members of the School Leadership Team, were consulted on the proposed Title I Parent Involvement Policy and asked to survey their members for additional input. 7  P.S. 198 will support parents and families of Title I students by:"
